NODE	1	.
NODE	2	.
NODE	3	.
NODE	4	.
NODE	5	.
NODE	6	.
NODE	7	.
NODE	8	.
NODE	9	.
NODE	10	.
NODE	11	.
NODE	12	.
NODE	13	.
NODE	14	.
NODE	15	.
NODE	16	.
NODE	17	.
NODE	18	.
NODE	19	.
NODE	20	.
NODE	21	.
NODE	22	.
NODE	23	.
NODE	24	.
NODE	25	.
NODE	26	.
NODE	27	.
NODE	28	.
NODE	29	.
NODE	30	.
NODE	31	.
NODE	32	.
NODE	33	.
NODE	34	.
NODE	35	.
NODE	36	.
NODE	37	.
NODE	38	.
NODE	39	.
NODE	40	.
NODE	41	.
NODE	42	.
NODE	43	.
NODE	44	.
NODE	45	.
NODE	46	.
NODE	47	.
NODE	48	.
NODE	49	.
NODE	50	.
NODE	51	.
NODE	52	.
NODE	53	.
NODE	54	.
NODE	55	.
NODE	56	.
NODE	57	.
NODE	58	.
NODE	59	.
NODE	60	.
NODE	61	.
NODE	62	.
NODE	63	.
NODE	64	.
NODE	65	.
NODE	66	.
NODE	67	.
NODE	68	.
NODE	69	.
NODE	70	.
NODE	71	.
NODE	72	.
NODE	73	.
NODE	74	.
NODE	75	.
NODE	76	.
NODE	77	.
NODE	78	.
NODE	79	.
NODE	80	.
NODE	81	.
NODE	82	.
NODE	83	.
NODE	84	.
NODE	85	.
NODE	86	.
NODE	87	.
NODE	88	.
NODE	89	.
NODE	90	.
NODE	91	.
NODE	92	.
NODE	93	.
NODE	94	.
NODE	95	.
NODE	96	.
NODE	97	.
NODE	98	.
NODE	99	.
NODE	100	.
NODE	101	.
NODE	102	.
NODE	103	.
NODE	104	.
NODE	105	.
NODE	106	.
NODE	107	.
NODE	108	.
NODE	109	.
NODE	110	.
NODE	111	.
NODE	112	.
NODE	113	.
NODE	114	.
NODE	115	.
NODE	116	.
NODE	117	.
NODE	118	.
NODE	119	.
NODE	120	.
NODE	121	.
NODE	122	.
NODE	123	.
NODE	124	.
NODE	125	.
NODE	126	.
NODE	127	.
NODE	128	.
NODE	129	.
NODE	130	.
NODE	131	.
NODE	132	.
NODE	133	.
NODE	134	.
NODE	135	.
NODE	136	.
NODE	137	.
NODE	138	.
NODE	139	.
NODE	140	.
NODE	141	.
NODE	142	.
NODE	143	.
NODE	144	.
NODE	145	.
NODE	146	.
NODE	147	.
NODE	148	.
NODE	149	.
NODE	150	.
NODE	151	.
NODE	152	.
NODE	153	.
NODE	154	.
NODE	155	.
NODE	156	.
NODE	157	.
NODE	158	.
NODE	159	.
NODE	160	.
NODE	161	.
NODE	162	.
NODE	163	.
NODE	164	.
NODE	165	.
NODE	166	.
NODE	167	.
NODE	168	.
NODE	169	.
NODE	170	.
NODE	171	.
NODE	172	.
NODE	173	.
NODE	174	.
NODE	175	.
NODE	176	.
NODE	177	.
NODE	178	.
NODE	179	.
NODE	180	.
NODE	181	.
NODE	182	.
NODE	183	.
NODE	184	.
NODE	185	.
NODE	186	.
NODE	187	.
NODE	188	.
NODE	189	.
NODE	190	.
NODE	191	.
NODE	192	.
NODE	193	.
NODE	194	.
NODE	195	.
NODE	196	.
NODE	197	.
NODE	198	.
NODE	199	.
NODE	200	.
NODE	201	.
NODE	202	.
NODE	203	.
NODE	204	.
NODE	205	.
NODE	206	.
NODE	207	.
NODE	208	.
NODE	209	.
EDGE	1	2	.	u
EDGE	1	3	.	u
EDGE	1	4	.	u
EDGE	1	5	.	u
EDGE	4	6	.	u
EDGE	5	7	.	u
EDGE	5	8	.	u
EDGE	5	9	.	u
EDGE	5	10	.	u
EDGE	5	11	.	u
EDGE	5	12	.	u
EDGE	5	13	.	u
EDGE	5	14	.	u
EDGE	5	15	.	u
EDGE	5	16	.	u
EDGE	7	17	.	u
EDGE	7	18	.	u
EDGE	7	19	.	u
EDGE	7	20	.	u
EDGE	7	21	.	u
EDGE	7	22	.	u
EDGE	7	23	.	u
EDGE	7	24	.	u
EDGE	7	25	.	u
EDGE	7	26	.	u
EDGE	7	27	.	u
EDGE	7	28	.	u
EDGE	7	29	.	u
EDGE	7	30	.	u
EDGE	7	31	.	u
EDGE	7	32	.	u
EDGE	7	33	.	u
EDGE	7	34	.	u
EDGE	7	35	.	u
EDGE	8	36	.	u
EDGE	8	37	.	u
EDGE	8	38	.	u
EDGE	8	39	.	u
EDGE	8	40	.	u
EDGE	8	41	.	u
EDGE	8	42	.	u
EDGE	8	43	.	u
EDGE	8	44	.	u
EDGE	23	45	.	u
EDGE	23	46	.	u
EDGE	23	47	.	u
EDGE	23	48	.	u
EDGE	23	49	.	u
EDGE	23	50	.	u
EDGE	23	51	.	u
EDGE	23	52	.	u
EDGE	23	53	.	u
EDGE	23	54	.	u
EDGE	23	55	.	u
EDGE	23	56	.	u
EDGE	23	57	.	u
EDGE	23	58	.	u
EDGE	23	59	.	u
EDGE	24	60	.	u
EDGE	26	61	.	u
EDGE	29	62	.	u
EDGE	29	63	.	u
EDGE	29	64	.	u
EDGE	30	65	.	u
EDGE	32	66	.	u
EDGE	38	67	.	u
EDGE	38	68	.	u
EDGE	38	69	.	u
EDGE	38	70	.	u
EDGE	38	71	.	u
EDGE	38	72	.	u
EDGE	44	73	.	u
EDGE	44	74	.	u
EDGE	44	75	.	u
EDGE	44	76	.	u
EDGE	44	77	.	u
EDGE	44	78	.	u
EDGE	45	79	.	u
EDGE	45	80	.	u
EDGE	45	81	.	u
EDGE	45	82	.	u
EDGE	45	83	.	u
EDGE	45	84	.	u
EDGE	45	85	.	u
EDGE	45	86	.	u
EDGE	45	87	.	u
EDGE	45	88	.	u
EDGE	45	89	.	u
EDGE	45	90	.	u
EDGE	45	91	.	u
EDGE	45	92	.	u
EDGE	45	93	.	u
EDGE	45	94	.	u
EDGE	45	95	.	u
EDGE	45	96	.	u
EDGE	45	97	.	u
EDGE	45	98	.	u
EDGE	45	99	.	u
EDGE	46	100	.	u
EDGE	46	101	.	u
EDGE	46	102	.	u
EDGE	46	103	.	u
EDGE	46	104	.	u
EDGE	46	105	.	u
EDGE	46	106	.	u
EDGE	46	107	.	u
EDGE	46	108	.	u
EDGE	46	109	.	u
EDGE	46	110	.	u
EDGE	46	111	.	u
EDGE	46	112	.	u
EDGE	46	113	.	u
EDGE	46	114	.	u
EDGE	46	115	.	u
EDGE	46	116	.	u
EDGE	46	117	.	u
EDGE	46	118	.	u
EDGE	46	119	.	u
EDGE	48	120	.	u
EDGE	48	121	.	u
EDGE	48	122	.	u
EDGE	48	123	.	u
EDGE	48	124	.	u
EDGE	48	125	.	u
EDGE	48	126	.	u
EDGE	48	127	.	u
EDGE	48	128	.	u
EDGE	48	129	.	u
EDGE	48	130	.	u
EDGE	48	131	.	u
EDGE	48	132	.	u
EDGE	48	133	.	u
EDGE	48	134	.	u
EDGE	50	135	.	u
EDGE	50	136	.	u
EDGE	50	137	.	u
EDGE	50	138	.	u
EDGE	50	139	.	u
EDGE	50	140	.	u
EDGE	50	141	.	u
EDGE	50	142	.	u
EDGE	51	143	.	u
EDGE	51	144	.	u
EDGE	57	145	.	u
EDGE	57	146	.	u
EDGE	57	147	.	u
EDGE	57	148	.	u
EDGE	57	149	.	u
EDGE	57	150	.	u
EDGE	57	151	.	u
EDGE	57	152	.	u
EDGE	57	153	.	u
EDGE	57	154	.	u
EDGE	57	155	.	u
EDGE	57	156	.	u
EDGE	57	157	.	u
EDGE	57	158	.	u
EDGE	57	159	.	u
EDGE	57	160	.	u
EDGE	57	161	.	u
EDGE	57	162	.	u
EDGE	57	163	.	u
EDGE	57	164	.	u
EDGE	57	165	.	u
EDGE	57	166	.	u
EDGE	57	167	.	u
EDGE	57	168	.	u
EDGE	57	169	.	u
EDGE	58	170	.	u
EDGE	59	171	.	u
EDGE	59	172	.	u
EDGE	60	173	.	u
EDGE	60	174	.	u
EDGE	60	175	.	u
EDGE	60	176	.	u
EDGE	60	177	.	u
EDGE	60	178	.	u
EDGE	60	179	.	u
EDGE	60	180	.	u
EDGE	60	181	.	u
EDGE	60	182	.	u
EDGE	60	183	.	u
EDGE	60	184	.	u
EDGE	60	185	.	u
EDGE	60	186	.	u
EDGE	60	187	.	u
EDGE	60	188	.	u
EDGE	60	189	.	u
EDGE	60	190	.	u
EDGE	60	191	.	u
EDGE	61	192	.	u
EDGE	61	193	.	u
